,Time,Date,Day of the week,CarCount,BikeCount,BusCount,TruckCount,Total,Traffic Situation
161,0,11,Wednesday,113,14,20,5,152,normal
162,0,11,Wednesday,142,13,37,8,200,heavy
163,0,11,Wednesday,108,23,26,9,166,high
164,0,11,Wednesday,122,29,30,7,188,heavy
165,0,11,Wednesday,133,12,30,7,182,heavy
166,0,11,Wednesday,118,23,38,10,189,heavy
167,0,11,Wednesday,121,35,26,8,190,heavy
168,0,11,Wednesday,116,23,20,8,167,normal
169,0,11,Wednesday,132,12,27,8,179,heavy
170,0,11,Wednesday,144,17,33,7,201,heavy
171,0,11,Wednesday,103,21,11,11,146,normal
172,0,11,Wednesday,107,15,10,15,147,normal
173,0,11,Wednesday,50,10,10,17,87,normal
174,0,11,Wednesday,108,15,10,6,139,normal
175,0,11,Wednesday,108,24,15,29,176,heavy
176,0,11,Wednesday,101,6,15,13,135,normal
177,0,11,Wednesday,55,17,12,19,103,normal
178,0,11,Wednesday,77,7,20,16,120,normal
179,0,11,Wednesday,91,12,19,8,130,normal
180,0,11,Wednesday,95,25,17,29,166,high
181,0,11,Wednesday,78,17,17,27,139,high
182,0,11,Wednesday,98,16,16,21,151,high
183,0,11,Wednesday,86,13,11,35,145,high
184,0,11,Wednesday,18,4,0,16,38,normal
185,0,11,Wednesday,18,5,0,12,35,low
186,0,11,Wednesday,18,2,1,25,46,normal
187,0,11,Wednesday,18,1,0,17,36,normal
188,0,11,Wednesday,18,5,0,21,44,normal
189,0,11,Wednesday,18,0,1,12,31,low
190,0,11,Wednesday,18,3,1,28,50,normal
191,0,11,Wednesday,18,4,1,40,63,normal
192,0,12,Thursday,18,1,1,39,59,normal
193,0,12,Thursday,18,4,0,30,52,normal
194,0,12,Thursday,18,5,1,13,37,normal
195,0,12,Thursday,18,2,0,37,57,normal
196,0,12,Thursday,18,0,0,13,31,normal
197,0,12,Thursday,18,5,0,11,34,low
198,0,12,Thursday,18,5,1,12,36,low
199,0,12,Thursday,18,1,1,16,36,normal
200,0,12,Thursday,18,1,1,34,54,normal
201,0,12,Thursday,18,1,0,24,43,normal
202,0,12,Thursday,18,0,0,23,41,normal
203,0,12,Thursday,18,0,0,27,45,normal
204,0,12,Thursday,18,5,0,28,51,normal
205,0,12,Thursday,18,1,0,14,33,normal
206,0,12,Thursday,18,5,0,25,48,normal
207,0,12,Thursday,18,4,1,30,53,normal
208,0,12,Thursday,18,5,1,30,54,normal
209,0,12,Thursday,62,24,7,2,95,low
210,0,12,Thursday,51,23,6,1,81,low
211,0,12,Thursday,114,23,10,19,166,normal
212,0,12,Thursday,85,22,9,9,125,normal
213,0,12,Thursday,102,24,4,20,150,normal
214,0,12,Thursday,101,18,3,17,139,normal
215,0,12,Thursday,116,19,0,17,152,normal
216,0,12,Thursday,117,38,50,5,210,heavy
217,0,12,Thursday,114,32,34,2,182,heavy
218,0,12,Thursday,120,17,23,1,161,normal
219,0,12,Thursday,145,20,25,2,192,heavy
220,0,12,Thursday,125,30,48,1,204,heavy
221,0,12,Thursday,103,27,45,1,176,heavy
222,0,12,Thursday,114,20,43,1,178,heavy
223,0,12,Thursday,145,10,44,1,200,heavy
224,0,12,Thursday,147,31,20,4,202,heavy
225,0,12,Thursday,104,24,40,0,168,heavy
226,0,12,Thursday,124,11,22,0,157,normal
227,0,12,Thursday,101,37,31,4,173,heavy
228,0,12,Thursday,144,30,37,1,212,heavy
229,0,12,Thursday,24,18,37,18,97,normal
230,0,12,Thursday,24,8,17,25,74,normal
231,0,12,Thursday,16,22,12,20,70,normal
232,0,12,Thursday,26,2,39,26,93,normal
233,0,12,Thursday,90,7,18,15,130,normal
234,0,12,Thursday,59,6,11,11,87,low
235,0,12,Thursday,28,7,22,18,75,normal
236,0,12,Thursday,60,5,14,21,100,normal
237,0,12,Thursday,69,9,8,23,109,normal
238,0,12,Thursday,59,9,12,26,106,normal
239,0,12,Thursday,24,10,5,21,60,normal
240,0,12,Thursday,41,7,7,21,76,normal
241,0,12,Thursday,48,10,9,29,96,normal
242,0,12,Thursday,59,10,14,23,106,normal
243,0,12,Thursday,67,7,12,28,114,high
244,0,12,Thursday,52,9,8,20,89,normal
245,0,12,Thursday,45,26,29,10,110,normal
246,0,12,Thursday,14,21,7,18,60,normal
247,0,12,Thursday,55,22,24,10,111,normal
248,0,12,Thursday,45,14,39,5,103,normal
249,0,12,Thursday,90,17,16,11,134,normal
250,0,12,Thursday,33,21,25,5,84,normal
251,0,12,Thursday,118,25,31,13,187,heavy
252,0,12,Thursday,86,28,13,5,132,normal
253,0,12,Thursday,105,29,22,12,168,heavy
254,0,12,Thursday,10,19,26,8,63,normal
255,0,12,Thursday,46,22,18,9,95,normal
256,0,12,Thursday,105,35,48,6,194,heavy
257,0,12,Thursday,135,37,34,5,211,heavy
258,0,12,Thursday,103,29,44,6,182,heavy
259,0,12,Thursday,113,13,42,10,178,heavy
260,0,12,Thursday,103,20,27,9,159,high
261,0,12,Thursday,150,13,20,9,192,heavy
262,0,12,Thursday,116,25,33,8,182,heavy
263,0,12,Thursday,109,16,41,9,175,heavy
264,0,12,Thursday,112,11,50,5,178,heavy
265,0,12,Thursday,104,31,30,5,170,heavy
266,0,12,Thursday,146,18,40,6,210,heavy
267,0,12,Thursday,110,24,10,29,173,heavy
268,0,12,Thursday,60,15,12,25,112,high
269,0,12,Thursday,103,9,14,29,155,high
270,0,12,Thursday,102,6,15,6,129,normal
271,0,12,Thursday,51,17,16,8,92,normal
272,0,12,Thursday,62,12,11,18,103,normal
273,0,12,Thursday,103,14,12,5,134,normal
274,0,12,Thursday,50,7,11,23,91,normal
275,0,12,Thursday,80,14,20,6,120,normal
276,0,12,Thursday,98,13,18,21,150,high
277,0,12,Thursday,53,25,20,13,111,normal
278,0,12,Thursday,52,8,10,27,97,normal
279,0,12,Thursday,71,23,13,21,128,high
280,0,12,Thursday,17,3,0,29,49,normal
281,0,12,Thursday,20,5,1,36,62,normal
282,0,12,Thursday,15,0,0,32,47,normal
283,0,12,Thursday,15,0,1,20,36,normal
284,0,12,Thursday,14,2,0,23,39,normal
285,0,12,Thursday,13,1,0,29,43,normal
286,0,12,Thursday,14,5,0,31,50,normal
287,0,12,Thursday,16,3,0,33,52,normal
288,0,13,Friday,18,4,1,15,38,normal
289,0,13,Friday,20,0,1,23,44,normal
290,0,13,Friday,19,3,0,16,38,normal
291,0,13,Friday,10,3,0,12,25,low
292,0,13,Friday,10,4,0,23,37,normal
293,0,13,Friday,12,5,0,29,46,normal
294,0,13,Friday,10,0,0,39,49,normal
295,0,13,Friday,16,2,1,21,40,normal
296,0,13,Friday,18,4,1,36,59,normal
297,0,13,Friday,15,1,0,14,30,normal
298,0,13,Friday,17,4,0,13,34,normal
299,0,13,Friday,18,3,1,24,46,normal
300,0,13,Friday,19,2,0,11,32,low
301,0,13,Friday,19,3,0,21,43,normal
302,0,13,Friday,19,3,1,31,54,normal
303,0,13,Friday,14,2,1,19,36,normal
304,0,13,Friday,11,0,0,27,38,normal
305,0,13,Friday,27,6,1,11,45,low
306,0,13,Friday,33,11,6,13,63,normal
307,0,13,Friday,63,6,7,10,86,low
308,0,13,Friday,58,13,4,15,90,normal
309,0,13,Friday,57,11,7,10,85,low
310,0,13,Friday,63,10,6,12,91,low
311,0,13,Friday,74,9,0,15,98,normal
312,0,13,Friday,71,9,7,10,97,low
313,0,13,Friday,33,9,6,13,61,normal
314,0,13,Friday,29,6,1,12,48,low
315,0,13,Friday,32,9,3,11,55,low
316,0,13,Friday,57,14,3,11,85,low
317,0,13,Friday,31,11,0,14,56,normal
318,0,13,Friday,30,9,3,10,52,low
319,0,13,Friday,61,8,7,12,88,low
320,0,13,Friday,47,10,4,10,71,low
321,0,13,Friday,80,16,4,15,115,normal
322,0,13,Friday,49,10,2,10,71,low
323,0,13,Friday,58,7,5,13,83,normal
324,0,13,Friday,53,19,1,10,83,low
325,0,13,Friday,132,47,25,0,204,heavy
326,0,13,Friday,131,52,15,0,198,heavy
327,0,13,Friday,171,59,27,3,260,heavy
328,0,13,Friday,131,43,20,3,197,heavy
329,0,13,Friday,177,56,12,4,249,heavy
330,0,13,Friday,160,47,30,3,240,heavy
331,0,13,Friday,178,68,28,4,278,heavy
332,0,13,Friday,169,70,20,3,262,heavy
333,0,13,Friday,133,56,25,2,216,heavy
334,0,13,Friday,151,52,13,0,216,heavy
335,0,13,Friday,179,46,27,3,255,heavy
336,0,13,Friday,144,68,20,0,232,heavy
337,0,13,Friday,162,46,19,2,229,heavy
338,0,13,Friday,159,44,23,2,228,heavy
339,0,13,Friday,174,67,30,1,272,heavy
340,0,13,Friday,136,57,29,4,226,heavy
341,0,13,Friday,156,42,12,3,213,heavy
342,0,13,Friday,175,63,19,3,260,heavy
343,0,13,Friday,172,62,20,2,256,heavy
344,0,13,Friday,171,49,15,0,235,heavy
345,0,13,Friday,172,65,18,2,257,heavy
346,0,13,Friday,176,50,13,1,240,heavy
347,0,13,Friday,153,50,23,3,229,heavy
348,0,13,Friday,148,64,27,0,239,heavy
349,0,13,Friday,56,28,6,2,92,low
350,0,13,Friday,88,26,25,0,139,normal
351,0,13,Friday,82,23,14,0,119,normal
352,0,13,Friday,77,20,7,0,104,low
353,0,13,Friday,66,24,1,0,91,low
354,0,13,Friday,72,22,8,2,104,low
355,0,13,Friday,62,28,21,2,113,normal
356,0,13,Friday,66,26,4,1,97,low
357,0,13,Friday,85,20,4,0,109,low
358,0,13,Friday,87,24,11,2,124,normal
359,0,13,Friday,67,28,25,0,120,normal
360,0,13,Friday,70,26,16,2,114,normal
361,0,13,Friday,62,20,20,1,103,normal
362,0,13,Friday,67,29,1,0,97,low
363,0,13,Friday,65,25,1,1,92,low
364,0,13,Friday,76,24,23,0,123,normal
365,0,13,Friday,42,1,5,11,59,low
366,0,13,Friday,42,10,3,1,56,low
367,0,13,Friday,31,11,1,12,55,low
368,0,13,Friday,47,7,3,6,63,low
369,0,13,Friday,28,7,2,4,41,low
370,0,13,Friday,22,3,6,1,32,low
371,0,13,Friday,29,1,7,5,42,low
372,0,13,Friday,43,9,1,11,64,low
373,0,13,Friday,23,3,3,8,37,low
374,0,13,Friday,21,2,5,15,43,normal
375,0,13,Friday,31,2,1,9,43,low
376,0,13,Friday,15,5,0,18,38,normal
377,0,13,Friday,11,2,0,15,28,normal
378,0,13,Friday,12,0,1,17,30,normal
379,0,13,Friday,18,3,0,18,39,normal
380,0,13,Friday,19,1,0,31,51,normal
381,0,13,Friday,17,0,0,22,39,normal
382,0,13,Friday,15,5,0,14,34,normal
383,0,13,Friday,15,1,1,24,41,normal
384,0,14,Saturday,18,4,0,33,55,normal
385,0,14,Saturday,14,4,0,34,52,normal
386,0,14,Saturday,14,0,1,19,34,normal
387,0,14,Saturday,19,3,0,36,58,normal
388,0,14,Saturday,10,4,1,21,36,normal
389,0,14,Saturday,19,1,0,19,39,normal
390,0,14,Saturday,18,5,0,26,49,normal
391,0,14,Saturday,17,1,1,25,44,normal
392,0,14,Saturday,20,2,0,12,34,low
393,0,14,Saturday,15,5,0,15,35,normal
394,0,14,Saturday,11,4,0,14,29,normal
395,0,14,Saturday,14,3,1,18,36,normal
396,0,14,Saturday,13,2,0,39,54,normal
397,0,14,Saturday,17,5,0,29,51,normal
398,0,14,Saturday,13,5,0,31,49,normal
399,0,14,Saturday,18,5,0,35,58,normal
400,0,14,Saturday,15,4,0,16,35,normal
401,0,14,Saturday,55,15,5,3,78,low
402,0,14,Saturday,76,10,7,9,102,low
403,0,14,Saturday,98,0,9,19,126,normal
404,0,14,Saturday,98,12,6,6,122,normal
405,0,14,Saturday,103,2,10,20,135,normal
406,0,14,Saturday,93,17,8,12,130,normal
407,0,14,Saturday,115,27,9,16,167,normal
408,0,14,Saturday,120,12,22,3,157,normal
409,0,14,Saturday,142,18,27,0,187,heavy
410,0,14,Saturday,117,29,49,2,197,heavy
411,0,14,Saturday,126,36,24,0,186,heavy
412,0,14,Saturday,110,39,38,5,192,heavy
413,0,14,Saturday,149,20,39,5,213,heavy
414,0,14,Saturday,109,29,23,5,166,normal
415,0,14,Saturday,124,34,24,4,186,heavy
416,0,14,Saturday,149,35,32,1,217,heavy
417,0,14,Saturday,125,32,38,4,199,heavy
418,0,14,Saturday,101,23,38,1,163,high
419,0,14,Saturday,137,36,30,0,203,heavy
420,0,14,Saturday,139,15,21,3,178,heavy
421,0,14,Saturday,19,3,29,9,60,normal
422,0,14,Saturday,13,11,39,7,70,normal
423,0,14,Saturday,31,2,29,27,89,normal
424,0,14,Saturday,18,24,21,22,85,normal
425,0,14,Saturday,26,12,14,13,65,normal
426,0,14,Saturday,31,15,13,28,87,normal
427,0,14,Saturday,12,22,8,11,53,low
428,0,14,Saturday,54,5,13,23,95,normal
429,0,14,Saturday,59,7,13,21,100,normal
430,0,14,Saturday,58,8,6,23,95,normal
431,0,14,Saturday,53,8,9,25,95,normal
432,0,14,Saturday,54,7,7,20,88,normal
433,0,14,Saturday,39,10,4,29,82,normal
434,0,14,Saturday,38,9,8,22,77,normal
435,0,14,Saturday,36,5,10,23,74,normal
436,0,14,Saturday,68,6,12,24,110,normal
437,0,14,Saturday,50,18,26,14,108,normal
438,0,14,Saturday,120,28,22,20,190,heavy
439,0,14,Saturday,60,14,28,9,111,normal
440,0,14,Saturday,105,14,8,19,146,normal
441,0,14,Saturday,89,27,18,8,142,normal
442,0,14,Saturday,28,17,31,10,86,normal
443,0,14,Saturday,79,14,23,6,122,normal
444,0,14,Saturday,15,11,30,14,70,normal
445,0,14,Saturday,77,27,23,18,145,normal
446,0,14,Saturday,19,14,24,6,63,normal
447,0,14,Saturday,79,13,28,7,127,high
448,0,14,Saturday,114,10,22,9,155,normal
449,0,14,Saturday,150,30,22,5,207,heavy
450,0,14,Saturday,142,23,25,7,197,heavy
451,0,14,Saturday,111,36,25,6,178,heavy
452,0,14,Saturday,143,37,38,8,226,heavy
453,0,14,Saturday,120,37,43,10,210,heavy
454,0,14,Saturday,147,20,49,7,223,normal
455,0,14,Saturday,140,22,27,5,194,heavy
456,0,14,Saturday,128,37,20,9,194,heavy
457,0,14,Saturday,114,23,42,10,189,heavy
458,0,14,Saturday,117,20,22,9,168,heavy
459,0,14,Saturday,93,24,17,23,157,high
460,0,14,Saturday,65,15,15,8,103,low
461,0,14,Saturday,100,22,14,8,144,normal
462,0,14,Saturday,85,12,11,18,126,normal
463,0,14,Saturday,56,7,12,12,87,low
464,0,14,Saturday,50,12,15,18,95,normal
465,0,14,Saturday,74,9,11,12,106,low
466,0,14,Saturday,73,15,18,7,113,normal
467,0,14,Saturday,99,13,20,30,162,high
468,0,14,Saturday,110,14,17,8,149,normal
469,0,14,Saturday,82,5,12,34,133,high
470,0,14,Saturday,58,19,12,17,106,normal
471,0,14,Saturday,70,10,14,32,126,high
472,0,14,Saturday,10,1,0,33,44,normal
473,0,14,Saturday,14,1,1,40,56,normal
474,0,14,Saturday,17,1,1,17,36,normal
475,0,14,Saturday,12,4,1,22,39,normal
476,0,14,Saturday,15,0,0,16,31,normal
477,0,14,Saturday,13,4,0,25,42,normal
478,0,14,Saturday,14,5,1,12,32,low
479,0,14,Saturday,18,1,1,35,55,normal
480,0,15,Sunday,18,5,1,19,43,normal
481,0,15,Sunday,19,3,0,38,60,normal
482,0,15,Sunday,13,0,1,12,26,low
483,0,15,Sunday,20,0,1,38,59,normal
484,0,15,Sunday,20,1,1,24,46,normal
485,0,15,Sunday,17,3,1,17,38,normal
486,0,15,Sunday,12,3,1,35,51,normal
487,0,15,Sunday,19,0,1,30,50,normal
488,0,15,Sunday,19,2,1,30,52,normal
489,0,15,Sunday,18,1,0,16,35,normal
490,0,15,Sunday,11,0,0,31,42,normal
491,0,15,Sunday,10,1,1,12,24,low
492,0,15,Sunday,16,1,0,24,41,normal
493,0,15,Sunday,18,3,0,28,49,normal
494,0,15,Sunday,20,1,1,39,61,normal
495,0,15,Sunday,19,3,1,27,50,normal
496,0,15,Sunday,14,1,1,34,50,normal
497,0,15,Sunday,61,26,1,16,104,normal
498,0,15,Sunday,72,26,6,4,108,low
499,0,15,Sunday,86,24,3,18,131,normal
500,0,15,Sunday,75,1,8,10,94,low
501,0,15,Sunday,75,1,7,9,92,low
502,0,15,Sunday,93,5,4,1,103,low
503,0,15,Sunday,111,6,2,5,124,normal
504,0,15,Sunday,111,18,41,2,172,heavy
505,0,15,Sunday,114,27,46,0,187,heavy
506,0,15,Sunday,139,19,50,2,210,heavy
507,0,15,Sunday,109,14,38,1,162,high
508,0,15,Sunday,105,16,22,3,146,normal
509,0,15,Sunday,150,13,31,4,198,heavy
510,0,15,Sunday,122,13,47,3,185,heavy
511,0,15,Sunday,114,24,46,2,186,heavy
512,0,15,Sunday,119,36,41,0,196,heavy
513,0,15,Sunday,108,35,39,0,182,heavy
514,0,15,Sunday,113,18,28,1,160,high
515,0,15,Sunday,118,36,37,0,191,heavy
516,0,15,Sunday,113,35,48,3,199,heavy
517,0,15,Sunday,66,7,22,30,125,high
518,0,15,Sunday,64,12,27,8,111,normal
519,0,15,Sunday,37,5,13,11,66,low
520,0,15,Sunday,82,17,31,20,150,high
521,0,15,Sunday,63,5,23,12,103,normal
522,0,15,Sunday,20,12,16,24,72,normal
523,0,15,Sunday,46,5,34,9,94,normal
524,0,15,Sunday,35,9,8,29,81,normal
525,0,15,Sunday,33,9,11,21,74,normal
526,0,15,Sunday,32,9,10,30,81,normal
527,0,15,Sunday,62,10,6,22,100,normal
528,0,15,Sunday,62,10,11,22,105,normal
529,0,15,Sunday,54,10,12,25,101,normal
530,0,15,Sunday,48,8,15,23,94,normal
531,0,15,Sunday,20,10,12,24,66,normal
532,0,15,Sunday,35,10,5,30,80,normal
533,0,15,Sunday,112,15,40,10,177,heavy
534,0,15,Sunday,51,21,25,13,110,normal
535,0,15,Sunday,53,12,23,8,96,normal
536,0,15,Sunday,63,22,18,15,118,normal
537,0,15,Sunday,50,23,16,8,97,normal
538,0,15,Sunday,94,20,35,17,166,high
539,0,15,Sunday,7,27,39,17,90,normal
540,0,15,Sunday,109,18,13,6,146,normal
541,0,15,Sunday,18,27,19,6,70,normal
542,0,15,Sunday,21,30,5,5,61,low
543,0,15,Sunday,49,16,9,12,86,low
544,0,15,Sunday,129,28,40,6,203,heavy
545,0,15,Sunday,141,18,28,8,195,heavy
546,0,15,Sunday,131,14,43,7,195,heavy
547,0,15,Sunday,105,38,23,5,171,heavy
548,0,15,Sunday,125,35,37,5,202,heavy
549,0,15,Sunday,127,36,42,9,214,heavy
550,0,15,Sunday,129,22,25,9,185,heavy
551,0,15,Sunday,121,39,47,8,215,heavy
552,0,15,Sunday,138,29,42,9,218,heavy
553,0,15,Sunday,119,26,21,5,171,heavy
554,0,15,Sunday,138,17,48,8,211,heavy
555,0,15,Sunday,72,12,14,32,130,high
556,0,15,Sunday,92,23,20,30,165,high
557,0,15,Sunday,94,17,11,24,146,high
558,0,15,Sunday,102,25,12,24,163,high
559,0,15,Sunday,71,23,17,14,125,normal
560,0,15,Sunday,58,5,19,25,107,normal
561,0,15,Sunday,93,22,18,10,143,normal
562,0,15,Sunday,59,23,10,35,127,high
563,0,15,Sunday,57,20,10,20,107,normal
564,0,15,Sunday,96,9,18,25,148,high
565,0,15,Sunday,104,12,16,20,152,normal
566,0,15,Sunday,104,22,17,23,166,high
567,0,15,Sunday,88,8,11,29,136,high
568,0,15,Sunday,20,3,0,16,39,normal
569,0,15,Sunday,17,2,1,30,50,normal
570,0,15,Sunday,17,4,0,23,44,normal
571,0,15,Sunday,15,5,0,21,41,normal
572,0,15,Sunday,10,0,1,31,42,normal
573,0,15,Sunday,11,1,1,19,32,normal
574,0,15,Sunday,12,2,0,29,43,normal
